full_nameyears,sentence,label,sentiment_label,sentiment_score
2021 Duterte,"friends asean around world thank supporting government, country people truly mattered.",,,
2021 Duterte,assure philippines remain responsible member international community work achieve shared objectives.,,,
2021 Duterte,"mistake — mistake make mistake rather, gone days philippines decides acts shadows great powers.",,,
2021 Duterte,assert rightfully fight rightfully due filipino people.,,,
2021 Duterte,sona everyday.,,,
2021 Duterte,good time let sa puso mo.,,,
2021 Duterte,sent back container vans garbage country dumpsite.,,,
2021 Duterte,"first country that, hindi ko alam kung bakit, ang canada.",,,
2021 Duterte,container three years hindi alam ng port authorities kung anong gawain nila sa garbage.,,,
2021 Duterte,"said, isauli mo.",,,
2021 Duterte,want done tomorrow.,,,
2021 Duterte,containers must country.,,,
2021 Duterte,"pag hindi, kayong lahat, customs, ill fire you.",,,
2021 Duterte,good ground dismissing people accepting garbage.,,,
2021 Duterte,kaya may isa pa. pero let — let end story.,,,
2021 Duterte,balangiga.,,,
2021 Duterte,welcomed back bells balangiga many decades historic wrong needed corrected.,,,
2021 Duterte,deal would say bad faith.,,,
2021 Duterte,sigurado yan.,,,
2021 Duterte,admit it.,,,
2021 Duterte,real story.,,,
2021 Duterte,"americans — former soldiers, war veterans went see — think aguinaldo — military men.",,,
2021 Duterte,"uncertain terms, said that, you invited trump go america.",,,
2021 Duterte,"decided go there said, no.",,,
2021 Duterte,"why sabi ko, i like way treating country.",,,
2021 Duterte,"why said, for one clamor balangiga.",,,
2021 Duterte,you return bells balangiga.,,,
2021 Duterte,thats war really sacred also soldiers.,,,
2021 Duterte,sacred us addition religion — roman catholic filipinos — church.,,,
2021 Duterte,"ang sabi nila, why dont make deal si hogan, hes ame — around hes cia agent.",,,
2021 Duterte,"sabi niya, isauli namin, pupunta ka said earlier presidency, there never time go america.",,,
2021 Duterte,eh itong mga media mahilig magudyok eh.,,,
2021 Duterte,"ah ganoon, bakit ka hindi pupunta arte mo lang yan eh sabi ko, then watch me.",,,
2021 Duterte,di gusto ninyong malaman.,,,
2021 Duterte,"sabi ko sa america, yes, might consider going america.",,,
2021 Duterte,"well then, sabi ko, work it.",,,
2021 Duterte,"two months time, told ship carrying balangiga bells way deliver quezon.",,,
2021 Duterte,"removed it, put back there, kayo mismo.",,,
2021 Duterte,"tulongtulong sila doon, nabalik na.",,,
2021 Duterte,"hogan said na, oh, going go america sabi ko, i time, go there.",,,
2021 Duterte,"noong malapit na, hindi na talaga ako pumunta.",,,
2021 Duterte,"so well, promise sabi ko, well, lost time it.",,,
2021 Duterte,cannot now.,,,
2021 Duterte,"pero talaga, mind, americans might know it, — never mind trip america.",,,
2021 Duterte,"iyong balangiga, sabi ko, massacred one barangay — barrio noon — women children pinatay nila lahat bell, balangiga, used call people prayers, ganoon.",,,
2021 Duterte,sa simbahan yun eh.,,,
2021 Duterte,"yung ginawa nila, every time used, americans knew — great significance filipinos, balangiga.",,,
2021 Duterte,"massacre one barangay, many time, would never know was, said, isang barrio.",,,
2021 Duterte,noon — barangay ngayon barrio noon yan eh.,,,
2021 Duterte,"barrio american word, barrio.",,,
2021 Duterte,also call small places mexico barrio.,,,
2021 Duterte,"americans borrowed spaniards, barrio.",,,
