full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2016,"marami diyan sa, diyan sa gallery, marami diyan walang trabaho, nagaapply hanggang ngayon.",,,
Duterte-2016,"hindi naman lahat kasi mayayaman iyan eh, mga asawa ninyo ata iyan.",,,
Duterte-2016,issuance distribution motor vehicle plates point sale motor vehicle dealers shall considered.,,,
Duterte-2016,"wag na sa lto kasi hanggang ngayon, panahon pa ni hesukristo iyong first plate nila hanggang ngayon wala pa. bayad na iyon, sa awa ng diyos.",,,
Duterte-2016,"drivers licenses, effectiveness extended current period years.",,,
Duterte-2016,"reduce queuing time ticketing stations, tickets sa mga train made readily available easily accessible riding public kung bilhin mo iyan sa malls, stalls stores, ipinagbibili mo iyon sa di diyan mo na ibigay, accredited.",,,
Duterte-2016,wag doon banda sa recto kasi sigurado pekein iyan ng mga ulol.,,,
Duterte-2016,may address filipino.,,,
Duterte-2016,"ako po ay doble ang pagod para sa inyo, para sa kapakanan ng bayan.",,,
Duterte-2016,seryoso po ako.,,,
Duterte-2016,"kayong mga ganoon, tikettiket magkaroon ng gulo, huwag ho ninyong gawain iyan.",,,
Duterte-2016,"ito na iyong warning ko, yun ang last.",,,
Duterte-2016,"wala ng iba, hindi ko na gagawin uli.",,,
Duterte-2016,wag ninyong sirain iyong mga bagaybagay na ginagawa namin para sa kapakanan ng tao.,,,
Duterte-2016,mabuti iyang magkaintindihan tayo.,,,
Duterte-2016,kaya wag ninyong gawin.,,,
Duterte-2016,simple lang iyan eh.,,,
Duterte-2016,"para walang away sa gobyerno yung mga bagay na illegal masama hindi tama, wag mong gawin hindi kami magaaway dito.",,,
Duterte-2016,"pati iyong pari, pati si pope tinamaan.",,,
Duterte-2016,"let us clear other, comfort welfare filipinos.",,,
Duterte-2016,"kayo namang hindi pa bungog dyan, hindi pa pumasok iyang mga droga, kung ayaw ninyong mamatay, ayaw ninyong masaktan, wag kayong umasa diyan sa mga pari, pati human rights, hindi nakakapigil yan ng kamatayan.",,,
Duterte-2016,"so, wag ninyong gawin.",,,
Duterte-2016,eh tapos nandiyan ka nakabulagta portrayed broadsheet na parang mother mary cradling dead cadaver jesus christ.,,,
Duterte-2016,ayan ang mga yan eh.,,,
Duterte-2016,magdadramahan pa tayo dito.,,,
Duterte-2016,dito ako nakatingin kasi nandito iyong public eh.,,,
Duterte-2016,"alam mo ilang beses ko nang sinasabi yan, kunyari sa davao, huwag mong gawin kasi magkakaproblema tayo.",,,
Duterte-2016,cause cause cause all.,,,
Duterte-2016,"ikaw iyong nagumpisa, swallow—ulitin ko ha, cause cause cause all.",,,
